Player,Comp,Age,Min,Gls,Ast,Pos,Tkl,Int,Clr,Blocks,Succ,Carries,KP,xG,xAG,Club
Gonzalo García,es La Liga,20.0,56,0,1,"FW,DF",0,0,0,0,0,14,1,0.5,1.0,
Joan García,es La Liga,23.0,3420,0,0,GK,0,0,18,1,0,781,0,0.1,0.0,
Pablo Garcia,es La Liga,17.0,38,0,0,FW,0,0,0,1,1,16,0,0.0,0.0,
Rubén García,es La Liga,31.0,2413,5,5,"FW,MF",52,15,34,37,12,779,49,3.2,3.6,
Ulisses Garcia,fr Ligue 1,28.0,930,2,2,DF,14,8,18,15,7,386,8,1.5,1.4,
Unai García,es La Liga,32.0,65,0,0,DF,0,0,1,0,0,19,0,0.0,0.0,
Alejandro Garnacho,eng Premier League,20.0,2199,6,2,"MF,FW",30,13,11,54,26,840,37,7.3,4.5,
James Garner,eng Premier League,23.0,1594,0,1,"MF,DF",47,23,37,23,7,478,13,0.7,1.4,
Yarek Gasiorowski,es La Liga,19.0,947,0,0,DF,19,26,60,7,0,276,3,1.1,0.1,
Federico Gatti,it Serie A,26.0,2195,1,0,DF,28,18,76,6,7,1165,6,2.5,0.5,
Gavi,es La Liga,19.0,1085,1,1,"MF,FW",30,10,7,7,9,557,14,0.9,1.6,
Paulo Gazzaniga,es La Liga,32.0,3195,0,0,GK,1,0,17,1,3,775,0,0.0,0.0,
Jean-Philippe Gbamin,fr Ligue 1,28.0,216,0,0,MF,2,3,2,2,1,83,0,0.5,0.0,
Mory Gbane,fr Ligue 1,23.0,1125,0,1,"DF,MF",20,18,90,6,5,363,7,0.2,0.6,
Yann Gboho,fr Ligue 1,23.0,2333,5,4,"MF,FW",31,6,4,33,50,690,30,5.4,3.5,
David de Gea,it Serie A,33.0,3060,0,1,GK,1,0,12,0,0,675,3,0.0,0.4,
Viggo Gebel,de Bundesliga,16.0,14,0,0,MF,0,0,0,0,0,5,0,0.0,0.0,
Lutsharel Geertruida,de Bundesliga,24.0,1557,1,0,DF,35,16,59,12,7,642,10,1.1,1.0,
Dennis Geiger,de Bundesliga,26.0,734,0,0,"MF,FW",24,7,6,4,4,259,11,0.2,0.5,
Valentin Gendrey,it Serie A,24.0,180,0,0,DF,2,2,1,0,0,32,2,0.2,0.1,
Valentin Gendrey,de Bundesliga,24.0,1414,1,1,DF,30,15,53,17,3,363,16,1.1,1.8,
Denis Genreau,fr Ligue 1,25.0,222,0,0,MF,7,3,4,3,1,79,5,0.3,0.5,
Tyrique George,eng Premier League,18.0,183,1,1,FW,2,2,1,2,3,46,6,0.2,0.7,
Yannick Gerhardt,de Bundesliga,30.0,1518,1,1,"MF,DF",28,17,47,19,1,438,4,1.2,0.2,
Max Geschwill,de Bundesliga,23.0,1282,1,2,DF,26,30,53,18,2,379,10,0.9,0.8,
Daniele Ghilardi,it Serie A,21.0,2029,0,0,DF,44,30,106,10,2,529,6,0.6,0.2,
Lautaro Gianetti,it Serie A,30.0,878,1,0,DF,22,15,49,1,0,207,2,0.1,0.1,
Dimitris Giannoulis,de Bundesliga,28.0,2650,1,4,DF,47,47,75,54,29,845,42,1.1,4.2,
Morgan Gibbs-White,eng Premier League,24.0,2803,7,8,MF,43,23,29,27,31,923,51,6.3,5.0,
Samuel Gigot,it Serie A,30.0,683,2,0,DF,4,13,36,2,1,205,0,1.3,0.0,
Armin Gigovic,de Bundesliga,22.0,1895,5,1,MF,25,21,33,13,20,476,16,1.9,2.1,
Bryan Gil,es La Liga,23.0,1721,3,3,"FW,MF",34,10,9,23,41,715,21,2.3,2.9,
Mario Gila,it Serie A,23.0,2741,1,0,DF,55,28,115,11,4,1477,15,1.1,0.6,
Billy Gilmour,eng Premier League,23.0,98,0,0,MF,3,0,1,0,1,44,0,0.1,0.0,
Billy Gilmour,it Serie A,23.0,1177,0,1,MF,24,9,23,5,5,540,21,0.5,1.8,
Benedikt Gimber,de Bundesliga,27.0,2671,0,0,DF,72,31,131,16,8,865,3,0.7,0.3,
Santiago Giménez,it Serie A,23.0,669,5,2,FW,5,1,13,2,7,101,6,4.8,0.9,
Gvidas Gineitis,it Serie A,20.0,1430,3,1,MF,25,18,32,26,8,388,21,1.3,2.0,
Matthias Ginter,de Bundesliga,30.0,2561,2,1,DF,30,19,146,10,4,991,9,2.8,0.7,
Jamie Gittens,de Bundesliga,19.0,1776,8,3,"FW,MF",31,10,4,22,77,627,21,3.6,2.5,
Serge Gnabry,de Bundesliga,29.0,1242,7,5,"FW,MF",20,6,9,14,18,468,24,7.5,5.1,
Ben Godfrey,eng Premier League,26.0,159,0,0,DF,1,2,3,3,0,33,0,0.0,0.0,
Ben Godfrey,it Serie A,26.0,23,0,0,DF,0,0,0,1,0,6,0,0.0,0.0,
Martial Godo,eng Premier League,21.0,24,0,0,"FW,DF",0,1,0,2,1,18,1,0.0,0.1,
Saba Goglichidze,it Serie A,20.0,2539,0,1,DF,64,33,97,13,4,564,3,0.3,0.3,
Edoardo Goldaniga,it Serie A,30.0,2532,1,0,DF,34,33,102,10,3,1008,4,2.5,0.3,
Michael Golding,eng Premier League,18.0,1,0,0,MF,0,0,0,0,0,0,0,0.0,0.0,
Pierluigi Gollini,it Serie A,29.0,630,0,0,GK,0,0,2,0,0,131,0,0.0,0.0,
Aleksandr Golovin,fr Ligue 1,28.0,1153,3,0,"MF,FW",38,12,7,13,22,504,24,2.3,2.4,
André Gomes,fr Ligue 1,31.0,1276,0,0,MF,27,6,11,11,10,632,10,0.5,0.7,
Angel Gomes,fr Ligue 1,23.0,736,1,1,MF,10,0,2,8,5,249,14,1.7,2.1,
João Gomes,eng Premier League,23.0,2974,3,1,MF,116,25,33,24,30,1059,23,2.9,1.2,
Rodrigo Gomes,eng Premier League,21.0,810,2,0,"DF,FW",23,7,20,10,5,217,12,0.7,0.9,
Toti Gomes,eng Premier League,25.0,2614,0,1,DF,61,25,152,21,20,1205,9,0.7,0.9,
Carlos Gómez,fr Ligue 1,21.0,381,3,0,"MF,DF",8,2,2,2,8,117,5,1.3,0.2,
Dani Gómez,es La Liga,26.0,532,2,0,FW,3,2,4,6,3,71,1,2.7,0.0,
Diego Gómez,eng Premier League,21.0,516,1,0,MF,21,8,10,9,6,193,8,0.9,0.7,
Joe Gomez,eng Premier League,27.0,519,0,0,DF,13,7,20,2,0,303,2,0.3,0.1,
Moi Gómez,es La Liga,30.0,796,0,0,"MF,FW",13,6,7,16,14,353,11,0.5,0.8,
Sergi Gómez,es La Liga,32.0,664,0,0,DF,8,7,38,1,0,222,0,0.3,0.0,
Sergio Gómez,es La Liga,23.0,2738,2,5,"MF,DF",71,19,30,47,22,843,56,1.9,8.9,
Unai Gómez,es La Liga,21.0,1284,1,3,"MF,FW",12,2,15,6,12,235,10,1.9,0.8,
Tidiam Gomis,de Bundesliga,17.0,152,0,1,"MF,FW",0,1,0,1,5,33,3,0.3,0.9,
Fabio González,es La Liga,27.0,53,0,0,MF,0,0,0,3,0,37,0,0.1,0.0,
Nicolás González,eng Premier League,22.0,760,1,0,MF,16,8,21,5,1,425,1,0.5,0.1,
Nicolás González,it Serie A,26.0,1750,3,2,"FW,MF",24,9,37,24,17,458,19,4.1,1.1,
Peter González,es La Liga,22.0,477,0,0,"MF,FW",11,2,5,6,3,111,4,1.3,0.1,
Urko González,es La Liga,23.0,1374,0,2,MF,46,8,39,14,6,306,10,0.5,0.7,
Urko González,es La Liga,23.0,45,0,0,MF,0,0,0,1,0,12,0,0.0,0.0,
Anthony Gordon,eng Premier League,23.0,2434,6,5,"FW,MF",32,7,9,38,38,818,51,8.0,5.0,
Leon Goretzka,de Bundesliga,29.0,1325,4,1,"MF,DF",21,20,25,12,7,794,12,2.8,1.7,
Mathieu Gorgelin,fr Ligue 1,33.0,1440,0,0,GK,2,0,8,0,1,322,0,0.0,0.0,
Andoni Gorosabel,es La Liga,27.0,1485,0,2,DF,47,18,62,21,7,432,15,0.3,1.8,
Robin Gosens,it Serie A,30.0,2434,5,5,DF,56,18,91,29,4,781,27,1.8,2.4,
Robin Gosens,de Bundesliga,30.0,90,0,0,DF,0,1,2,0,0,17,1,0.0,0.1,
Mario Götze,de Bundesliga,32.0,1542,3,2,"MF,FW",41,7,8,26,9,617,34,2.9,3.1,
Amine Gouiri,fr Ligue 1,24.0,1048,10,3,"FW,MF",5,1,1,5,10,248,26,8.4,3.6,
Amine Gouiri,fr Ligue 1,24.0,1037,3,2,"MF,FW",9,2,5,16,15,266,8,3.5,0.4,
Lucas Gourna-Douath,it Serie A,20.0,229,0,0,MF,9,0,2,2,2,76,2,0.1,0.1,
Jeffrey Gouweleeuw,de Bundesliga,33.0,2944,1,4,DF,50,35,183,10,7,1169,14,1.7,2.2,
Kamil Grabara,de Bundesliga,25.0,2585,0,0,GK,0,0,16,0,2,708,2,0.0,0.0,
Jonathan Gradit,fr Ligue 1,31.0,2112,0,0,DF,44,25,122,11,3,865,11,0.8,0.7,
José Gragera,es La Liga,23.0,569,0,0,MF,25,5,13,2,1,119,1,0.0,0.0,
Samuel Grandsir,fr Ligue 1,27.0,84,0,0,"MF,FW",5,0,0,1,0,24,3,0.0,0.6,
Alberto Grassi,it Serie A,29.0,2203,1,0,MF,39,33,43,14,5,441,7,1.0,0.8,
Ryan Gravenberch,eng Premier League,22.0,3160,0,4,MF,69,60,59,15,37,1396,26,1.1,3.1,
Archie Gray,eng Premier League,18.0,1751,0,0,"DF,MF",16,19,50,18,7,878,3,0.0,0.1,
Jack Grealish,eng Premier League,28.0,721,1,1,"FW,MF",9,2,6,11,13,376,24,1.1,1.8,
Jacob Greaves,eng Premier League,23.0,2205,1,0,DF,40,21,148,4,4,619,5,1.3,0.3,
Mason Greenwood,fr Ligue 1,22.0,2804,21,5,"FW,MF",35,12,5,26,54,1214,47,16.3,5.7,
Michael Gregoritsch,de Bundesliga,30.0,639,2,1,FW,4,1,10,8,4,94,5,1.8,0.4,
Dominik Greif,es La Liga,27.0,2790,0,0,GK,0,0,13,1,2,621,0,0.0,0.0,
Antoine Griezmann,es La Liga,33.0,2469,8,7,"FW,MF",30,6,23,39,15,969,48,7.4,7.1,
Vincenzo Grifo,de Bundesliga,31.0,2432,8,11,"FW,MF",30,9,23,29,25,939,66,7.9,6.9,
Florian Grillitsch,es La Liga,28.0,623,0,0,MF,11,4,5,4,11,225,8,0.1,0.7,
Florian Grillitsch,de Bundesliga,28.0,601,0,0,MF,15,8,18,9,5,270,5,0.2,0.2,
Álex Grimaldo,de Bundesliga,28.0,2636,2,7,DF,24,16,43,59,20,1310,73,2.5,8.1,
Pascal Groß,de Bundesliga,33.0,2327,0,9,"MF,DF",44,9,30,33,3,1149,57,2.4,5.1,
Brajan Gruda,eng Premier League,20.0,687,1,4,"MF,FW",16,2,5,3,13,202,23,1.2,2.1,
Marco Grüll,de Bundesliga,26.0,1181,6,1,"FW,MF",12,3,10,23,13,317,11,4.0,1.8,
Albert Grønbaek,eng Premier League,23.0,143,0,0,"FW,MF",4,0,1,1,0,18,1,0.1,0.0,
Albert Grønbaek,fr Ligue 1,23.0,813,2,1,"MF,FW",21,4,6,15,11,218,19,1.5,1.0,
Vicente Guaita,es La Liga,37.0,3060,0,0,GK,0,0,21,0,0,538,0,0.0,0.0,
Sergi Guardiola,es La Liga,33.0,362,0,0,FW,5,1,2,5,0,81,5,2.4,0.1,
Nemanja Gudelj,es La Liga,32.0,2493,1,1,"MF,DF",42,27,94,6,6,736,14,1.6,0.6,
Gabriel Gudmundsson,fr Ligue 1,25.0,1785,2,0,DF,36,17,41,25,20,728,16,0.7,1.4,
Gonçalo Guedes,eng Premier League,27.0,995,2,4,"MF,FW",16,5,4,10,9,304,14,3.2,1.3,
Axel Gueguin,fr Ligue 1,19.0,23,0,0,FW,1,0,0,1,0,2,0,0.0,0.0,
Marc Guéhi,eng Premier League,24.0,3059,3,2,DF,61,28,163,9,12,1142,16,2.0,1.8,
Mattéo Guendouzi,it Serie A,25.0,3270,1,3,MF,37,32,50,23,15,1549,43,1.4,3.2,
Javier Guerra,es La Liga,21.0,2581,3,3,MF,50,20,49,40,29,927,23,2.2,3.2,
Raphaël Guerreiro,de Bundesliga,30.0,1572,4,4,"DF,MF",19,10,19,26,10,820,27,2.9,2.9,
Evann Guessand,fr Ligue 1,23.0,2565,12,8,"FW,MF",44,15,16,30,49,581,32,9.2,5.4,
Ander Guevara,es La Liga,27.0,1947,0,1,MF,49,14,43,19,9,512,12,0.9,0.6,
Pape Gueye,es La Liga,25.0,2224,4,0,MF,54,27,53,21,11,853,17,3.4,1.1,
Morgan Guilavogui,de Bundesliga,26.0,1807,6,2,"FW,MF",32,13,33,24,21,384,27,7.1,1.9,
Frederic Guilbert,it Serie A,29.0,2435,0,1,DF,65,47,113,27,18,665,19,0.3,1.8,
Luis Guilherme,eng Premier League,18.0,150,0,0,"MF,FW",1,3,2,2,7,51,3,0.4,0.1,
Hugo Guillamón,es La Liga,24.0,364,0,0,MF,11,5,9,1,1,85,2,0.1,0.0,
Bruno Guimarães,eng Premier League,26.0,3271,5,6,MF,83,29,44,38,34,1400,52,4.3,6.1,
Carlos Guirao,es La Liga,21.0,110,0,0,MF,5,3,2,4,1,28,0,0.0,0.0,
Bahereba Guirassy,fr Ligue 1,17.0,348,2,0,"FW,MF",12,1,4,9,9,111,2,0.7,0.1,
Serhou Guirassy,de Bundesliga,28.0,2598,21,4,FW,7,4,38,12,11,528,25,22.7,3.9,
Marc Guiu,eng Premier League,18.0,73,0,0,FW,1,0,0,0,0,12,1,0.0,0.0,
Péter Gulácsi,de Bundesliga,34.0,2631,0,0,GK,1,0,16,0,0,518,0,0.0,0.0,
Arda Güler,es La Liga,19.0,1250,3,4,"MF,FW",30,7,8,13,20,696,40,3.3,4.5,
Gerard Gumbau,es La Liga,29.0,849,0,1,MF,17,5,13,11,2,276,17,1.1,1.3,
Robert Gumny,de Bundesliga,26.0,271,0,0,DF,3,1,6,6,2,87,3,0.3,0.5,
İlkay Gündoğan,eng Premier League,33.0,2223,1,6,MF,25,13,23,21,17,1118,44,3.2,3.5,
Christian Günter,de Bundesliga,31.0,2314,2,2,DF,23,8,50,33,3,559,28,0.8,2.5,
Jon Guridi,es La Liga,29.0,2080,3,1,"MF,FW",40,14,16,18,8,471,17,4.2,1.2,
Gorka Guruzeta,es La Liga,27.0,1840,7,2,FW,16,9,23,13,11,286,15,6.7,1.5,
Malo Gusto,eng Premier League,21.0,1862,0,1,DF,45,24,49,26,4,882,22,1.7,1.4,
Miguel Gutiérrez,es La Liga,23.0,2458,1,5,"DF,MF",37,16,34,41,29,989,41,1.6,4.1,
Albert Guðmundsson,it Serie A,27.0,1273,6,1,"FW,MF",9,6,9,14,15,402,15,4.5,1.8,
Joško Gvardiol,eng Premier League,22.0,3277,5,0,DF,58,44,122,33,25,1997,26,4.6,2.1,
Emmanuel Gyasi,it Serie A,30.0,3217,2,1,"DF,FW",52,11,77,35,20,570,17,3.9,0.7,
Christian Gytkjær,it Serie A,34.0,754,2,1,FW,6,0,8,11,1,132,7,2.4,0.5,
Erling Haaland,eng Premier League,24.0,2736,22,3,FW,11,5,23,10,13,310,29,22.0,3.0,
Nicolas Haas,it Serie A,28.0,287,0,0,MF,11,4,6,1,0,73,2,0.0,0.1,
Janik Haberer,de Bundesliga,30.0,1696,0,0,"MF,DF",39,17,37,23,2,444,7,0.7,0.8,
Robin Hack,de Bundesliga,25.0,2172,4,7,"FW,MF",22,9,28,28,25,684,32,5.4,3.6,
Saad El Haddad,it Serie A,19.0,30,0,0,MF,0,0,0,1,0,15,1,0.0,0.0,
Munir El Haddadi,es La Liga,28.0,862,4,0,"FW,MF",12,1,1,6,7,242,8,1.6,0.8,
Amadou Haidara,de Bundesliga,26.0,1320,0,1,MF,30,18,56,11,7,505,5,1.4,0.9,
Massadio Haïdara,fr Ligue 1,31.0,1678,0,0,DF,27,26,73,22,15,486,8,0.3,0.5,
Antoine Hainaut,it Serie A,22.0,1206,2,0,"DF,FW",26,15,59,7,13,322,9,0.8,1.0,
Mohamed Haj,it Serie A,19.0,453,1,2,MF,3,4,5,4,4,122,9,0.6,1.2,
Achraf Hakimi,fr Ligue 1,25.0,2066,4,6,DF,48,31,18,32,26,1384,50,2.9,6.2,
Lewis Hall,eng Premier League,19.0,2189,0,4,DF,58,18,75,27,11,950,34,0.4,4.3,
Sébastien Haller,es La Liga,30.0,404,0,0,FW,2,0,7,1,1,56,1,0.4,0.2,
Ali Al Hamadi,eng Premier League,22.0,134,0,0,FW,1,0,2,1,4,29,2,0.4,0.1,
Andreas Hanche-Olsen,de Bundesliga,27.0,1284,1,1,DF,21,12,85,3,1,394,3,0.8,0.3,
Florent Hanin,fr Ligue 1,34.0,2672,1,2,DF,69,47,99,28,11,904,25,0.9,1.9,
Ridgeciano Haps,it Serie A,31.0,1369,1,1,DF,30,7,48,15,5,365,7,1.2,0.7,
Amine Harit,fr Ligue 1,27.0,519,2,4,MF,8,3,1,6,8,221,19,0.8,2.4,
Marcus Harness,eng Premier League,28.0,45,0,0,MF,1,0,1,1,0,9,0,0.0,0.0,
Phil Harres,de Bundesliga,22.0,1544,8,1,FW,10,5,20,14,5,240,10,5.9,1.3,
Jack Harrison,eng Premier League,27.0,2076,1,0,FW,32,10,35,33,24,524,33,3.5,3.7,
Abdou Harroui,it Serie A,26.0,463,1,2,"MF,FW",9,2,5,6,6,175,4,2.2,0.4,
Taylor Harwood-Bellis,eng Premier League,22.0,2825,1,0,DF,28,30,141,11,3,1433,14,1.8,1.0,
Hans Hateboer,fr Ligue 1,30.0,1684,0,0,DF,31,29,64,21,6,696,15,0.4,1.5,
Kjetil Haug,fr Ligue 1,26.0,498,0,0,GK,0,0,3,0,0,71,0,0.0,0.0,
Kai Havertz,eng Premier League,25.0,1875,9,3,"FW,MF",16,6,33,11,9,418,17,9.5,2.4,
Ayden Heaven,eng Premier League,17.0,170,0,0,DF,4,4,9,3,2,95,1,0.1,0.0,
Jan Paul van Hecke,eng Premier League,24.0,2958,1,1,DF,45,24,142,7,5,1715,15,1.3,1.5,
Hwang Hee-chan,eng Premier League,28.0,661,2,0,"MF,FW",6,2,11,9,2,159,3,0.8,0.1,
Dean Henderson,eng Premier League,27.0,3420,0,0,GK,2,0,22,1,0,751,3,0.0,0.2,
Liam Henderson,it Serie A,28.0,2337,0,4,MF,42,15,42,9,6,490,33,0.7,3.9,
Ramon Hendriks,de Bundesliga,23.0,1154,0,1,DF,20,19,63,9,5,418,6,0.6,1.0,
Paul Hennrich,de Bundesliga,19.0,12,0,0,MF,0,0,0,0,0,3,0,0.0,0.0,
Benjamin Henrichs,de Bundesliga,27.0,935,0,2,DF,32,15,33,13,9,290,11,0.5,1.4,
Henrique,es La Liga,30.0,352,0,0,DF,6,3,12,5,3,132,2,0.0,0.0,
Luis Henrique,fr Ligue 1,22.0,2613,7,7,"DF,FW",16,10,30,31,51,1015,53,4.2,4.2,
Rico Henry,eng Premier League,27.0,99,0,0,DF,2,1,2,3,0,30,0,0.0,0.0,
Mads Hermansen,eng Premier League,24.0,2385,0,0,GK,1,0,13,1,1,734,0,0.0,0.0,
Mario Hermoso,it Serie A,29.0,251,0,0,DF,2,4,13,4,2,104,0,0.1,0.0,
Mario Hermoso,de Bundesliga,29.0,293,0,0,DF,0,9,15,0,3,147,2,0.4,0.2,
Javi Hernández,es La Liga,26.0,2389,2,1,DF,26,23,98,21,16,603,17,0.8,1.5,
Aridane Hernández,es La Liga,35.0,1025,0,0,DF,13,6,99,2,3,328,2,0.9,0.0,
Lucas Hernández,fr Ligue 1,28.0,877,0,0,DF,24,7,37,8,2,541,1,0.0,0.1,
Theo Hernández,it Serie A,26.0,2696,4,3,DF,36,17,75,37,24,1046,47,2.7,4.7,
Hernani,it Serie A,30.0,1327,3,3,MF,47,19,12,20,8,419,25,2.8,1.5,
Jorge Herrando,es La Liga,23.0,1366,1,0,DF,17,12,65,5,1,505,0,1.2,0.0,
Ander Herrera,es La Liga,34.0,273,0,0,MF,8,2,10,0,2,116,2,1.7,0.1,
Sergio Herrera,es La Liga,31.0,3330,0,0,GK,2,0,29,0,1,698,0,0.0,0.0,
Yangel Herrera,es La Liga,26.0,2257,4,3,MF,66,31,50,22,19,812,17,3.6,1.5,
Juan Herzog,es La Liga,21.0,1315,0,0,DF,12,18,86,3,0,376,0,0.9,0.0,
Son Heung-min,eng Premier League,32.0,2110,7,9,FW,17,5,17,26,29,761,50,7.2,8.2,
Isak Hien,it Serie A,25.0,2327,0,0,DF,48,31,82,13,6,845,2,1.0,0.1,
Omar El Hilali,es La Liga,20.0,3153,0,2,DF,111,46,145,25,17,888,8,0.0,0.8,
James Hill,eng Premier League,22.0,448,0,1,DF,15,9,31,5,1,146,3,0.3,0.3,
Piero Hincapié,de Bundesliga,22.0,2670,2,2,DF,52,32,114,21,5,1366,16,2.9,3.2,
Roger Hinojo,es La Liga,19.0,9,0,0,DF,0,0,1,1,0,8,0,0.0,0.0,
Jack Hinshelwood,eng Premier League,19.0,1842,5,2,"MF,DF",27,16,37,11,2,590,17,2.7,1.5,
George Hirst,eng Premier League,25.0,661,3,1,FW,3,2,10,5,2,101,4,2.1,0.3,
Adam Hložek,de Bundesliga,22.0,1871,8,4,"FW,MF",22,4,20,19,33,429,20,5.6,3.5,
Ki-Jana Hoever,fr Ligue 1,22.0,2124,1,2,DF,51,21,70,33,9,656,24,0.5,2.7,
Nicolas Höfler,de Bundesliga,34.0,794,0,0,MF,33,14,28,7,4,199,3,0.2,0.1,
Jonas Hofmann,de Bundesliga,32.0,356,2,1,"MF,DF",2,0,3,0,2,121,7,1.0,0.4,
Philipp Hofmann,de Bundesliga,31.0,2277,3,3,FW,17,4,33,12,10,486,26,5.5,3.3,
Lucas Höler,de Bundesliga,30.0,1867,6,4,"FW,MF",37,7,36,19,18,395,22,7.7,2.9,
Mason Holgate,eng Premier League,27.0,6,0,0,"FW,DF",0,0,0,0,0,1,0,0.0,0.0,
Benedict Hollerbach,de Bundesliga,23.0,2540,9,1,"FW,MF",43,2,13,54,42,710,26,7.0,1.6,
Emil Holm,it Serie A,24.0,1137,1,1,DF,34,10,51,12,10,442,10,0.6,0.7,
Lewis Holtby,de Bundesliga,33.0,1238,0,1,MF,34,21,26,17,7,372,21,0.5,1.5,
Gerrit Holtmann,de Bundesliga,29.0,1136,2,1,"DF,FW",24,16,15,28,6,336,20,2.0,2.9,
Franck Honorat,de Bundesliga,27.0,1439,4,7,FW,17,5,28,26,12,373,50,4.5,5.3,
Mathias Honsak,de Bundesliga,27.0,1181,5,1,"FW,DF",15,10,31,16,9,338,14,3.3,1.6,
Dinko Horkaš,es La Liga,25.0,1085,0,0,GK,0,0,9,0,1,340,0,0.0,0.0,
Timo Horn,de Bundesliga,31.0,1170,0,0,GK,0,0,9,0,0,285,1,0.0,0.0,
Cédric Hountondji,fr Ligue 1,30.0,270,0,0,DF,6,4,14,0,0,48,0,0.0,0.0,
Ilyes Housni,fr Ligue 1,19.0,230,0,0,"FW,MF",7,1,2,6,3,67,2,0.2,0.2,
Harry Howell,eng Premier League,15.0,7,0,0,FW,1,0,0,0,0,9,0,0.0,0.0,
Lukáš Hrádecký,de Bundesliga,34.0,2610,0,0,GK,0,0,8,0,0,538,0,0.0,0.0,
Robin Hranáč,de Bundesliga,24.0,219,0,0,DF,0,5,9,1,0,107,0,0.0,0.0,
Callum Hudson-Odoi,eng Premier League,23.0,2194,5,2,"FW,MF",22,13,12,16,37,641,44,2.5,2.7,
Will Hughes,eng Premier League,29.0,2108,0,3,MF,66,22,28,11,5,532,33,1.1,3.1,
Dean Huijsen,eng Premier League,19.0,2427,3,2,DF,36,51,198,12,2,1118,15,1.9,2.0,
Mats Hummels,it Serie A,35.0,915,0,0,DF,30,26,43,7,4,279,2,0.5,0.1,
Omari Hutchinson,eng Premier League,20.0,2583,3,2,"MF,FW",32,11,15,39,51,779,31,2.9,3.5,
Elseid Hysaj,it Serie A,30.0,424,0,3,DF,11,5,21,5,3,153,6,0.2,1.6,
Hong Hyunseok,de Bundesliga,25.0,530,0,1,MF,8,7,9,8,4,142,9,0.5,1.5,
Pierre Højbjerg,fr Ligue 1,28.0,2664,2,4,MF,64,42,33,20,7,1950,43,3.3,3.9,
Oscar Højlund,de Bundesliga,19.0,722,1,0,MF,21,5,11,3,8,291,6,1.0,1.1,
Rasmus Højlund,eng Premier League,21.0,2004,4,0,FW,3,2,6,6,9,308,16,5.3,1.8,
Pablo Ibáñez,es La Liga,25.0,1294,1,1,MF,20,18,21,14,13,368,6,1.6,1.6,
Hafiz Ibrahim,fr Ligue 1,18.0,391,0,1,FW,3,2,6,2,3,51,4,0.5,0.6,
Arijon Ibrahimović,it Serie A,18.0,8,0,0,MF,0,0,0,0,0,1,0,0.1,0.0,
Arijon Ibrahimović,de Bundesliga,18.0,1,0,0,FW,0,0,0,0,1,3,0,0.0,0.0,
Stanis Idumbo,es La Liga,19.0,284,1,1,"FW,MF",9,4,2,3,9,88,6,0.6,0.7,
Jay Idzes,it Serie A,24.0,3127,1,0,DF,45,32,156,12,1,1051,8,1.8,0.7,
Iglesias,es La Liga,26.0,2888,0,1,DF,81,50,133,42,13,554,20,1.6,2.2,
Borja Iglesias,es La Liga,31.0,1952,11,3,FW,10,7,10,21,11,396,18,9.3,3.2,
Igor,eng Premier League,26.0,961,0,0,DF,5,4,39,5,5,530,2,0.0,0.2,
Kelechi Iheanacho,es La Liga,27.0,400,0,0,FW,1,0,1,1,2,60,5,1.5,0.3,
Jonathan Ikone,it Serie A,26.0,540,2,0,FW,15,0,1,3,8,168,2,1.8,0.2,
Jonathan Ikone,it Serie A,26.0,334,0,0,"FW,MF",5,1,1,4,7,101,2,0.8,0.1,
George Ilenikhena,fr Ligue 1,17.0,717,3,2,FW,4,2,0,2,3,121,9,5.1,1.4,
Andrej Ilic,de Bundesliga,24.0,937,7,0,FW,2,5,6,4,1,151,6,4.9,0.3,
Ivan Ilić,it Serie A,23.0,920,1,0,MF,5,5,10,11,6,412,9,0.9,1.1,
Rareş Ilie,fr Ligue 1,21.0,13,0,0,MF,1,0,0,2,3,6,4,0.0,0.4,
Samuel Iling-Junior,it Serie A,20.0,118,1,0,"FW,MF",3,2,2,3,3,64,1,0.1,0.1,
Danny Ings,eng Premier League,32.0,284,1,2,"FW,MF",4,1,4,4,4,63,6,2.3,1.3,
Alessio Iovine,it Serie A,33.0,387,0,0,"DF,FW",5,3,21,5,1,120,3,0.0,0.2,
Tim Iroegbunam,eng Premier League,21.0,574,0,1,MF,29,16,12,5,8,127,3,0.2,0.2,
Jackson Irvine,de Bundesliga,31.0,2610,0,6,MF,56,36,63,17,9,464,32,3.2,3.9,
Andy Irving,eng Premier League,24.0,166,0,0,MF,7,1,5,1,1,73,1,0.1,0.2,
Alexander Isak,eng Premier League,24.0,2756,23,6,FW,12,3,17,24,42,615,41,20.3,4.3,
Gustav Isaksen,it Serie A,23.0,2210,4,2,FW,16,10,21,32,44,698,35,5.2,2.1,
Isco,es La Liga,32.0,1547,9,8,MF,20,11,7,24,27,893,61,8.6,4.4,
Ismaily,fr Ligue 1,34.0,904,0,1,DF,33,13,49,11,8,384,5,0.7,1.0,
Ardian Ismajli,it Serie A,27.0,2508,0,0,DF,30,56,249,4,0,592,2,0.3,0.0,
Yanis Issoufou,fr Ligue 1,17.0,77,0,0,"MF,FW",6,0,1,3,1,16,0,0.1,0.0,
Ko Itakura,de Bundesliga,27.0,2790,3,0,DF,40,28,171,11,12,1326,7,1.6,0.8,
Hiroki Ito,de Bundesliga,25.0,250,1,0,DF,2,6,15,3,1,126,3,0.4,0.4,
Junya Ito,fr Ligue 1,31.0,2690,4,3,"FW,MF",45,13,15,40,47,837,82,4.6,7.1,
